GAME_ID,Date,Season,Team,Opp,Home,W,FGM,FGA,FG3M,FG3A,FTM,FTA,TOV,PTS,ORB,DRB,era
0021400001,2014-10-28,2014-15,NOP,ORL,1,1,41,101,4,17,15,31,9,101,26,36,mid
0021400002,2014-10-28,2014-15,DAL,SAS,0,0,38,78,8,21,16,19,10,100,9,24,mid
0021400003,2014-10-28,2014-15,HOU,LAL,0,1,31,73,12,29,34,50,14,108,14,33,mid
0021400003,2014-10-28,2014-15,LAL,HOU,1,0,28,79,3,10,31,39,13,90,11,25,mid
0021400001,2014-10-28,2014-15,ORL,NOP,0,0,32,84,4,11,16,21,18,84,16,40,mid
0021400002,2014-10-28,2014-15,SAS,DAL,1,1,37,70,14,28,13,16,21,101,9,29,mid
0021400008,2014-10-29,2014-15,ATL,TOR,0,0,40,80,13,22,9,17,19,102,10,32,mid
0021400006,2014-10-29,2014-15,BOS,BKN,1,1,49,88,8,22,15,23,13,121,9,26,mid
0021400010,2014-10-29,2014-15,CHI,NYK,0,1,36,71,7,24,25,30,15,104,10,37,mid
0021400011,2014-10-29,2014-15,DEN,DET,1,1,30,85,6,24,23,31,15,89,14,37,mid
0021400014,2014-10-29,2014-15,GSW,SAC,0,1,33,75,6,27,23,32,22,95,7,37,mid
0021400012,2014-10-29,2014-15,HOU,UTA,0,1,40,77,14,27,10,14,18,104,8,27,mid
0021400013,2014-10-29,2014-15,LAL,PHX,0,0,37,86,4,13,21,25,15,99,12,26,mid
0021400007,2014-10-29,2014-15,MIA,WAS,1,1,39,81,9,28,20,23,14,107,12,32,mid
0021400004,2014-10-29,2014-15,MIL,CHA,0,0,39,80,7,14,21,24,15,106,3,32,mid
0021400009,2014-10-29,2014-15,MIN,MEM,0,0,39,86,6,12,17,23,23,101,19,28,mid
0021400006,2014-10-29,2014-15,BKN,BOS,0,0,39,80,7,19,20,26,21,105,9,30,mid
0021400010,2014-10-29,2014-15,NYK,CHI,1,0,31,85,3,17,15,17,12,80,14,24,mid
0021400005,2014-10-29,2014-15,IND,PHI,1,1,38,81,8,25,19,28,18,103,14,36,mid
0021400005,2014-10-29,2014-15,PHI,IND,0,0,34,89,6,21,17,30,11,91,15,27,mid
0021400013,2014-10-29,2014-15,PHX,LAL,1,1,45,82,16,32,13,18,14,119,9,31,mid
0021400015,2014-10-29,2014-15,POR,OKC,1,1,39,87,11,29,17,22,10,106,13,29,mid
