GAME_ID,Date,Season,Team,Opp,Home,W,FGM,FGA,FG3M,FG3A,FTM,FTA,TOV,PTS,ORB,DRB,era
0022400061,2024-10-22,2024-25,NYK,BOS,0,0,43,78,11,30,12,16,12,109,5,29,modern
0022400061,2024-10-22,2024-25,BOS,NYK,1,1,48,95,29,61,7,8,4,132,11,29,modern
0022400062,2024-10-22,2024-25,MIN,LAL,0,0,35,85,13,41,20,27,16,103,12,35,modern
0022400062,2024-10-22,2024-25,LAL,MIN,1,1,42,95,5,30,21,25,7,110,15,31,modern
0022400063,2024-10-23,2024-25,IND,DET,0,1,42,83,9,31,22,25,15,115,7,32,modern
0022400063,2024-10-23,2024-25,DET,IND,1,0,38,88,9,33,24,28,14,109,12,26,modern
0022400064,2024-10-23,2024-25,BKN,ATL,0,0,40,91,17,43,19,25,19,116,12,31,modern
0022400064,2024-10-23,2024-25,ATL,BKN,1,1,39,80,9,28,33,46,16,120,12,33,modern
0022400065,2024-10-23,2024-25,ORL,MIA,0,1,41,96,18,49,16,22,14,116,18,39,modern
0022400065,2024-10-23,2024-25,MIA,ORL,1,0,32,82,11,34,22,29,11,97,9,32,modern
0022400066,2024-10-23,2024-25,MIL,PHI,0,1,43,80,16,37,22,31,14,124,8,38,modern
0022400066,2024-10-23,2024-25,PHI,MIL,1,0,41,98,8,31,19,27,10,109,17,32,modern
0022400067,2024-10-23,2024-25,CLE,TOR,0,1,51,87,14,30,20,26,13,136,8,28,modern
0022400067,2024-10-23,2024-25,TOR,CLE,1,0,36,86,12,31,22,29,19,106,14,24,modern
0022400068,2024-10-23,2024-25,CHA,HOU,0,1,38,85,15,39,19,24,17,110,15,41,modern
0022400068,2024-10-23,2024-25,HOU,CHA,1,0,38,103,13,43,16,20,8,105,16,27,modern
0022400069,2024-10-23,2024-25,CHI,NOP,0,0,42,86,10,34,17,25,21,111,9,38,modern
0022400069,2024-10-23,2024-25,NOP,CHI,1,1,45,97,14,37,19,21,12,123,7,35,modern
0022400070,2024-10-23,2024-25,MEM,UTA,0,1,43,91,17,45,23,32,13,126,13,28,modern
0022400070,2024-10-23,2024-25,UTA,MEM,1,0,40,85,10,26,34,45,17,124,14,35,modern
0022400071,2024-10-23,2024-25,PHX,LAC,0,1,38,78,15,38,25,34,22,116,4,38,modern
0022400071,2024-10-23,2024-25,LAC,PHX,1,0,42,92,8,29,21,30,22,113,13,38,modern
0022400072,2024-10-23,2024-25,GSW,POR,0,1,48,93,20,48,24,30,18,140,15,42,modern
0022400072,2024-10-23,2024-25,POR,GSW,1,0,36,92,8,34,24,30,18,104,13,29,modern
0022400073,2024-10-24,2024-25,BOS,WAS,0,1,42,90,17,45,21,27,14,122,12,37,modern
0022400073,2024-10-24,2024-25,WAS,BOS,1,0,41,95,7,36,13,18,15,102,10,30,modern
0022400074,2024-10-24,2024-25,SAS,DAL,0,0,39,86,12,36,19,24,19,109,12,40,modern
0022400074,2024-10-24,2024-25,DAL,SAS,1,1,42,102,19,44,17,23,10,120,17,33,modern
0022400075,2024-10-24,2024-25,OKC,DEN,0,1,43,101,8,36,8,12,12,102,13,36,modern
0022400075,2024-10-24,2024-25,DEN,OKC,1,0,35,98,7,38,10,14,16,87,17,40,modern
0022400076,2024-10-24,2024-25,MIN,SAC,0,1,41,86,20,50,15,17,17,117,6,36,modern
0022400076,2024-10-24,2024-25,SAC,MIN,1,0,38,82,11,29,28,35,9,115,4,34,modern
0022400077,2024-10-25,2024-25,BKN,ORL,0,0,35,83,14,37,17,21,19,101,8,29,modern
0022400077,2024-10-25,2024-25,ORL,BKN,1,1,39,75,15,30,23,33,13,116,5,34,modern
0022400078,2024-10-25,2024-25,PHI,TOR,0,0,29,76,9,29,40,53,16,107,10,18,modern
0022400078,2024-10-25,2024-25,TOR,PHI,1,1,35,76,6,23,39,46,27,115,18,36,modern
0022400079,2024-10-25,2024-25,CHA,ATL,0,0,37,96,21,51,25,31,18,120,22,31,modern
0022400079,2024-10-25,2024-25,ATL,CHA,1,1,39,81,14,38,33,38,14,125,7,32,modern
0022400080,2024-10-25,2024-25,DET,CLE,0,0,38,81,13,32,12,17,22,101,8,34,modern
0022400080,2024-10-25,2024-25,CLE,DET,1,1,42,82,13,34,16,23,13,113,5,34,modern
0022400081,2024-10-25,2024-25,IND,NYK,0,0,41,83,3,30,13,20,16,98,9,24,modern
0022400081,2024-10-25,2024-25,NYK,IND,1,1,44,84,12,27,23,29,12,123,11,32,modern
0022400082,2024-10-25,2024-25,MEM,HOU,0,0,38,91,10,28,22,36,19,108,14,29,modern
0022400082,2024-10-25,2024-25,HOU,MEM,1,1,43,98,17,43,25,36,19,128,23,41,modern
0022400083,2024-10-25,2024-25,CHI,MIL,0,1,46,96,21,47,20,23,10,133,9,37,modern
0022400083,2024-10-25,2024-25,MIL,CHI,1,0,46,93,13,40,17,25,15,122,8,39,modern
0022400084,2024-10-25,2024-25,GSW,UTA,0,1,51,106,20,50,5,6,15,127,19,41,modern
0022400084,2024-10-25,2024-25,UTA,GSW,1,0,29,92,9,42,19,26,22,86,14,31,modern
0022400085,2024-10-25,2024-25,PHX,LAL,0,0,42,82,17,37,15,17,17,116,5,29,modern
0022400085,2024-10-25,2024-25,LAL,PHX,1,1,40,75,14,27,29,39,13,123,6,31,modern
0022400086,2024-10-25,2024-25,NOP,POR,0,1,36,86,12,32,21,31,14,105,11,33,modern
0022400086,2024-10-25,2024-25,POR,NOP,1,0,37,90,13,37,16,20,20,103,10,38,modern
0022400087,2024-10-26,2024-25,LAC,DEN,0,1,40,82,12,33,17,21,17,109,11,33,modern
0022400087,2024-10-26,2024-25,DEN,LAC,1,0,35,87,14,35,20,24,10,104,10,27,modern
0022400088,2024-10-26,2024-25,MIA,CHA,0,1,40,86,14,34,20,28,14,114,13,30,modern
0022400088,2024-10-26,2024-25,CHA,MIA,1,0,39,89,13,41,15,21,20,106,15,31,modern
0022400089,2024-10-26,2024-25,BOS,DET,0,1,38,90,22,48,26,30,10,124,13,24,modern
0022400089,2024-10-26,2024-25,DET,BOS,1,0,43,88,14,39,18,22,15,118,9,35,modern
0022400090,2024-10-26,2024-25,CLE,WAS,0,1,47,88,18,39,23,34,17,135,11,37,modern
0022400090,2024-10-26,2024-25,WAS,CLE,1,0,37,96,15,43,27,32,15,116,18,28,modern
0022400091,2024-10-26,2024-25,OKC,CHI,0,1,45,107,8,40,16,20,10,114,9,45,modern
0022400091,2024-10-26,2024-25,CHI,OKC,1,0,32,92,15,53,16,22,26,95,11,50,modern
0022400092,2024-10-26,2024-25,ORL,MEM,0,0,37,87,17,48,20,28,19,111,12,29,modern
0022400092,2024-10-26,2024-25,MEM,ORL,1,1,46,86,13,34,19,24,18,124,6,36,modern
0022400093,2024-10-26,2024-25,TOR,MIN,0,0,41,90,10,29,9,13,20,101,12,34,modern
0022400093,2024-10-26,2024-25,MIN,TOR,1,1,39,83,14,37,20,26,13,112,9,32,modern
0022400094,2024-10-26,2024-25,HOU,SAS,0,0,38,92,13,41,17,21,11,106,8,26,modern
0022400094,2024-10-26,2024-25,SAS,HOU,1,1,39,79,8,20,23,28,17,109,10,39,modern
0022400095,2024-10-26,2024-25,DAL,PHX,0,0,37,93,13,41,15,18,9,102,12,34,modern
0022400095,2024-10-26,2024-25,PHX,DAL,1,1,36,80,14,39,28,37,11,114,7,40,modern
0022400096,2024-10-26,2024-25,SAC,LAL,0,0,45,88,15,44,22,25,14,127,5,27,modern
0022400096,2024-10-26,2024-25,LAL,SAC,1,1,48,92,14,34,21,24,19,131,13,32,modern
0022400097,2024-10-27,2024-25,PHI,IND,0,1,42,98,11,42,23,31,20,118,20,34,modern
0022400097,2024-10-27,2024-25,IND,PHI,1,0,39,84,13,32,23,34,20,114,7,30,modern
0022400098,2024-10-27,2024-25,MIL,BKN,0,0,33,74,10,33,26,31,18,102,7,36,modern
0022400098,2024-10-27,2024-25,BKN,MIL,1,1,39,91,16,45,21,23,12,115,12,35,modern
0022400099,2024-10-27,2024-25,NOP,POR,0,0,38,88,8,29,19,24,17,103,15,24,modern
0022400099,2024-10-27,2024-25,POR,NOP,1,1,43,93,14,35,25,32,16,125,22,29,modern
0022400100,2024-10-27,2024-25,ATL,OKC,0,0,36,91,10,31,22,29,20,104,17,32,modern
0022400100,2024-10-27,2024-25,OKC,ATL,1,1,44,89,16,40,24,32,10,128,11,34,modern
0022400101,2024-10-27,2024-25,LAC,GSW,0,1,42,90,10,32,18,23,18,112,14,34,modern
0022400101,2024-10-27,2024-25,GSW,LAC,1,0,38,88,14,43,14,22,21,104,14,33,modern
0022400102,2024-10-28,2024-25,IND,ORL,0,0,41,88,13,29,20,30,13,115,15,29,modern
0022400102,2024-10-28,2024-25,ORL,IND,1,1,39,83,13,41,28,38,15,119,11,35,modern
0022400103,2024-10-28,2024-25,WAS,ATL,0,1,41,91,21,44,18,22,18,121,9,34,modern
0022400103,2024-10-28,2024-25,ATL,WAS,1,0,39,81,15,40,26,36,16,119,6,33,modern
0022400104,2024-10-28,2024-25,MIL,BOS,0,0,37,82,8,31,26,31,17,108,8,35,modern
0022400104,2024-10-28,2024-25,BOS,MIL,1,1,43,87,18,47,15,19,14,119,4,34,modern
0022400105,2024-10-28,2024-25,DET,MIA,0,0,35,91,14,38,14,17,17,98,19,35,modern
0022400105,2024-10-28,2024-25,MIA,DET,1,1,38,88,15,47,15,20,12,106,10,34,modern
0022400106,2024-10-28,2024-25,CLE,NYK,0,1,39,82,12,36,20,24,14,110,9,32,modern
