GAME_ID,Date,Season,Team,Opp,Home,W,FGM,FGA,FG3M,FG3A,FTM,FTA,TOV,PTS,ORB,DRB,era
0021300002,2013-10-29,2013-14,CHI,MIA,0,0,35,83,7,26,18,23,19,95,11,30,mid
0021300003,2013-10-29,2013-14,LAC,LAL,0,0,41,83,8,21,13,23,16,103,10,30,mid
0021300003,2013-10-29,2013-14,LAL,LAC,1,1,42,93,14,29,18,28,19,116,18,34,mid
0021300002,2013-10-29,2013-14,MIA,CHI,1,1,37,72,11,20,22,29,20,107,5,35,mid
0021300001,2013-10-29,2013-14,ORL,IND,0,0,36,93,9,19,6,10,19,87,13,26,mid
0021300001,2013-10-29,2013-14,IND,ORL,1,1,34,71,7,17,22,32,21,97,10,34,mid
0021300012,2013-10-30,2013-14,ATL,DAL,0,0,37,76,8,24,27,35,17,109,5,28,mid
0021300006,2013-10-30,2013-14,BOS,TOR,0,0,32,66,3,13,20,29,22,87,7,26,mid
0021300004,2013-10-30,2013-14,CLE,BKN,1,1,35,84,5,15,23,34,14,98,16,32,mid
0021300011,2013-10-30,2013-14,NOP,IND,1,0,34,85,5,11,17,21,15,90,15,28,mid
0021300012,2013-10-30,2013-14,DAL,ATL,1,1,44,77,11,24,19,24,20,118,7,35,mid
0021300016,2013-10-30,2013-14,DEN,SAC,0,0,34,79,5,15,15,17,19,88,8,33,mid
0021300017,2013-10-30,2013-14,GSW,LAL,1,1,46,86,15,27,18,23,15,125,7,41,mid
0021300009,2013-10-30,2013-14,HOU,CHA,1,1,36,76,9,25,15,24,19,96,14,40,mid
0021300017,2013-10-30,2013-14,LAL,GSW,0,0,35,89,8,18,16,21,17,94,9,30,mid
0021300005,2013-10-30,2013-14,MIA,PHI,0,0,42,85,16,40,10,13,19,110,7,24,mid
0021300008,2013-10-30,2013-14,MIL,NYK,0,0,34,74,5,16,10,12,24,83,5,26,mid
0021300010,2013-10-30,2013-14,MIN,ORL,1,1,42,100,8,25,28,34,15,120,14,35,mid
0021300004,2013-10-30,2013-14,BKN,CLE,0,0,33,82,9,24,19,24,15,94,9,28,mid
0021300008,2013-10-30,2013-14,NYK,MIL,1,1,36,71,3,13,15,17,22,90,6,28,mid
0021300010,2013-10-30,2013-14,ORL,MIN,0,0,47,100,10,27,11,18,18,115,14,40,mid
0021300011,2013-10-30,2013-14,IND,NOP,0,1,30,70,10,23,25,30,18,95,6,31,mid
0021300005,2013-10-30,2013-14,PHI,MIA,1,1,43,80,8,21,20,24,18,114,8,32,mid
0021300015,2013-10-30,2013-14,PHX,POR,1,1,43,83,4,19,14,18,15,104,11,36,mid
0021300015,2013-10-30,2013-14,POR,PHX,0,0,33,81,8,26,17,24,14,91,11,28,mid
0021300016,2013-10-30,2013-14,SAC,DEN,1,1,33,81,8,21,16,23,14,90,11,30,mid
0021300013,2013-10-30,2013-14,SAS,MEM,1,1,40,76,11,20,10,16,15,101,4,36,mid
0021300014,2013-10-30,2013-14,OKC,UTA,0,1,33,81,6,19,29,33,14,101,10,35,mid
0021300006,2013-10-30,2013-14,TOR,BOS,1,1,38,86,5,17,12,23,18,93,19,29,mid
0021300014,2013-10-30,2013-14,UTA,OKC,1,0,36,79,6,22,20,30,22,98,10,34,mid
0021300013,2013-10-30,2013-14,MEM,SAS,0,0,39,93,8,15,8,15,14,94,11,33,mid
0021300007,2013-10-30,2013-14,WAS,DET,0,0,34,78,10,25,24,32,17,102,13,25,mid
0021300007,2013-10-30,2013-14,DET,WAS,1,1,39,78,9,24,26,33,19,113,12,32,mid
0021300009,2013-10-30,2013-14,CHA,HOU,0,0,33,90,4,10,13,20,8,83,12,25,mid
0021300018,2013-10-31,2013-14,CHI,NYK,1,1,31,76,3,16,17,19,19,82,13,35,mid
0021300019,2013-10-31,2013-14,GSW,LAC,0,0,40,76,12,21,23,33,25,115,10,23,mid
0021300019,2013-10-31,2013-14,LAC,GSW,1,1,42,85,9,28,33,50,19,126,16,28,mid
0021300018,2013-10-31,2013-14,NYK,CHI,0,0,31,86,9,24,10,14,15,81,13,29,mid
0021300023,2013-11-01,2013-14,ATL,TOR,1,1,36,77,10,23,20,31,13,102,7,30,mid
0021300024,2013-11-01,2013-14,BOS,MIL,1,0,34,76,4,16,26,38,17,98,18,34,mid
0021300020,2013-11-01,2013-14,CLE,CHA,0,0,32,84,4,18,16,22,17,84,11,31,mid
0021300021,2013-11-01,2013-14,NOP,ORL,0,0,32,92,6,12,20,26,12,90,17,27,mid
0021300025,2013-11-01,2013-14,DAL,HOU,0,0,38,100,9,27,20,25,14,105,16,27,mid
0021300029,2013-11-01,2013-14,DEN,POR,1,0,36,99,6,18,20,34,5,98,20,35,mid
0021300025,2013-11-01,2013-14,HOU,DAL,1,1,34,73,11,29,34,51,23,113,13,38,mid
0021300031,2013-11-01,2013-14,LAC,SAC,0,1,35,70,12,24,28,34,15,110,10,29,mid
0021300032,2013-11-01,2013-14,LAL,SAS,1,0,30,82,8,27,17,24,12,85,8,38,mid
0021300028,2013-11-01,2013-14,MIA,BKN,0,0,32,67,7,14,29,36,16,100,4,26,mid
0021300024,2013-11-01,2013-14,MIL,BOS,0,1,35,84,6,15,29,34,7,105,17,24,mid
0021300027,2013-11-01,2013-14,MIN,OKC,1,1,33,77,8,20,26,33,16,100,9,35,mid
0021300028,2013-11-01,2013-14,BKN,MIA,1,1,33,68,8,16,27,39,19,101,7,33,mid
0021300021,2013-11-01,2013-14,ORL,NOP,1,1,39,70,11,22,21,27,19,110,5,39,mid
0021300022,2013-11-01,2013-14,PHI,WAS,0,1,48,94,6,23,7,14,19,109,9,37,mid
0021300030,2013-11-01,2013-14,PHX,UTA,1,1,31,83,6,22,19,24,17,87,16,30,mid
0021300029,2013-11-01,2013-14,POR,DEN,0,1,44,103,14,22,11,15,7,113,16,39,mid
0021300031,2013-11-01,2013-14,SAC,LAC,1,0,36,79,6,17,23,32,10,101,10,25,mid
0021300032,2013-11-01,2013-14,SAS,LAL,0,1,38,94,5,21,10,14,12,91,12,38,mid
0021300027,2013-11-01,2013-14,OKC,MIN,0,0,29,83,7,31,16,19,21,81,14,28,mid
0021300023,2013-11-01,2013-14,TOR,ATL,0,0,40,88,7,23,8,14,12,95,10,32,mid
0021300030,2013-11-01,2013-14,UTA,PHX,0,0,31,85,5,17,17,27,21,84,22,31,mid
0021300026,2013-11-01,2013-14,MEM,DET,1,1,40,77,6,18,25,30,20,111,6,32,mid
0021300022,2013-11-01,2013-14,WAS,PHI,1,0,41,94,9,26,11,17,18,102,15,31,mid
0021300026,2013-11-01,2013-14,DET,MEM,0,0,42,89,7,21,17,24,20,108,15,26,mid
0021300020,2013-11-01,2013-14,CHA,CLE,1,1,33,73,3,12,21,34,16,90,5,32,mid
0021300033,2013-11-02,2013-14,CLE,IND,0,0,29,83,3,15,13,15,16,74,6,31,mid
0021300035,2013-11-02,2013-14,NOP,CHA,1,1,37,75,7,13,24,28,17,105,8,35,mid
0021300034,2013-11-02,2013-14,CHI,PHI,0,0,42,93,3,14,17,19,18,104,17,34,mid
0021300036,2013-11-02,2013-14,DAL,MEM,1,1,32,80,7,19,40,46,11,111,14,31,mid
0021300040,2013-11-02,2013-14,GSW,SAC,1,1,39,76,11,27,9,12,18,98,5,39,mid
0021300038,2013-11-02,2013-14,HOU,UTA,0,1,34,67,9,22,27,35,18,104,9,31,mid
0021300037,2013-11-02,2013-14,MIL,TOR,1,0,37,84,6,17,10,18,14,90,6,32,mid
0021300033,2013-11-02,2013-14,IND,CLE,1,1,32,77,10,28,15,20,21,89,10,41,mid
0021300034,2013-11-02,2013-14,PHI,CHI,1,1,42,86,11,22,12,18,15,107,10,29,mid
0021300039,2013-11-02,2013-14,POR,SAS,1,1,45,81,8,20,17,19,16,115,7,32,mid
0021300040,2013-11-02,2013-14,SAC,GSW,0,0,30,87,6,26,21,24,15,87,16,32,mid
0021300039,2013-11-02,2013-14,SAS,POR,0,0,47,94,6,12,5,8,12,105,12,23,mid
0021300037,2013-11-02,2013-14,TOR,MIL,0,1,31,78,7,23,28,38,17,97,18,42,mid
0021300038,2013-11-02,2013-14,UTA,HOU,1,0,34,81,4,22,21,27,15,93,15,24,mid
0021300036,2013-11-02,2013-14,MEM,DAL,0,0,37,87,3,16,22,26,18,99,17,34,mid
0021300035,2013-11-02,2013-14,CHA,NOP,0,0,30,80,3,21,21,36,15,84,14,27,mid
0021300046,2013-11-03,2013-14,ATL,LAL,0,0,40,90,9,22,14,26,13,103,10,42,mid
0021300041,2013-11-03,2013-14,BOS,DET,0,0,31,74,3,16,12,12,24,77,8,29,mid
0021300046,2013-11-03,2013-14,LAL,ATL,1,1,38,89,9,25,20,24,13,105,6,47,mid
