GAME_ID,Date,Season,Team,Opp,Home,W,FGM,FGA,FG3M,FG3A,FTM,FTA,TOV,PTS,ORB,DRB,era
0021700001,2017-10-17,2017-18,BOS,CLE,0,0,36,88,8,32,19,25,12,99,9,37,mid
0021700001,2017-10-17,2017-18,CLE,BOS,1,1,38,83,5,22,21,25,17,102,9,41,mid
0021700002,2017-10-17,2017-18,GSW,HOU,1,0,43,80,16,30,19,21,17,121,6,35,mid
0021700002,2017-10-17,2017-18,HOU,GSW,0,1,47,97,15,41,13,19,13,122,10,33,mid
0021700009,2017-10-18,2017-18,ATL,DAL,0,1,48,94,9,18,12,15,13,117,14,36,mid
0021700007,2017-10-18,2017-18,BOS,MIL,1,0,39,91,11,28,11,21,15,100,11,32,mid
0021700008,2017-10-18,2017-18,NOP,MEM,0,0,30,79,7,25,24,29,18,91,16,35,mid
0021700009,2017-10-18,2017-18,DAL,ATL,1,0,38,86,17,45,18,21,16,111,9,32,mid
0021700010,2017-10-18,2017-18,DEN,UTA,0,0,36,77,13,27,11,12,21,96,7,31,mid
0021700013,2017-10-18,2017-18,HOU,SAC,0,1,33,83,12,45,27,29,16,105,12,32,mid
0021700005,2017-10-18,2017-18,MIA,ORL,0,0,44,101,8,30,13,17,13,109,11,33,mid
0021700007,2017-10-18,2017-18,MIL,BOS,0,1,38,76,7,21,25,30,15,108,6,39,mid
0021700011,2017-10-18,2017-18,MIN,SAS,0,0,37,85,8,19,17,23,13,99,11,31,mid
0021700004,2017-10-18,2017-18,BKN,IND,0,0,45,94,12,30,29,32,20,131,11,32,mid
0021700005,2017-10-18,2017-18,ORL,MIA,1,1,43,90,8,21,22,29,15,116,11,39,mid
0021700004,2017-10-18,2017-18,IND,BKN,1,1,53,102,9,34,25,32,14,140,14,33,mid
0021700006,2017-10-18,2017-18,PHI,WAS,0,0,43,93,15,35,14,19,17,115,11,37,mid
0021700012,2017-10-18,2017-18,PHX,POR,1,0,28,89,7,27,13,18,16,76,10,23,mid
0021700012,2017-10-18,2017-18,POR,PHX,0,1,44,90,14,24,22,28,18,124,15,42,mid
0021700013,2017-10-18,2017-18,SAC,HOU,1,0,42,88,8,23,8,10,18,100,9,33,mid
0021700011,2017-10-18,2017-18,SAS,MIN,1,1,41,89,8,21,17,19,11,107,12,38,mid
