GAME_ID,Date,Season,Team,Opp,Home,W,FGM,FGA,FG3M,FG3A,FTM,FTA,TOV,PTS,ORB,DRB,era
0022200001,2022-10-18,2022-23,PHI,BOS,0,0,40,80,13,34,24,28,14,117,4,27,modern
0022200001,2022-10-18,2022-23,BOS,PHI,1,1,46,82,12,35,22,28,11,126,6,30,modern
0022200002,2022-10-18,2022-23,LAL,GSW,0,0,40,94,10,40,19,25,22,109,9,39,modern
0022200002,2022-10-18,2022-23,GSW,LAL,1,1,45,99,16,45,17,23,18,123,11,37,modern
0022200003,2022-10-19,2022-23,ORL,DET,0,0,42,86,11,30,14,19,18,109,10,38,modern
0022200003,2022-10-19,2022-23,DET,ORL,1,1,40,94,14,38,19,24,13,113,12,29,modern
0022200004,2022-10-19,2022-23,WAS,IND,0,1,42,92,11,31,19,24,17,114,14,39,modern
0022200004,2022-10-19,2022-23,IND,WAS,1,0,39,97,15,42,14,21,15,107,12,30,modern
0022200005,2022-10-19,2022-23,HOU,ATL,0,0,42,98,9,35,14,15,16,107,15,39,modern
0022200005,2022-10-19,2022-23,ATL,HOU,1,1,45,90,7,25,20,24,9,117,4,34,modern
0022200006,2022-10-19,2022-23,NOP,BKN,0,1,50,102,12,26,18,25,13,130,21,40,modern
0022200006,2022-10-19,2022-23,BKN,NOP,1,0,40,89,10,33,18,24,16,108,9,30,modern
0022200007,2022-10-19,2022-23,CHI,MIA,0,1,41,93,13,36,21,28,15,116,12,34,modern
0022200007,2022-10-19,2022-23,MIA,CHI,1,0,37,80,12,28,22,28,19,108,8,38,modern
0022200008,2022-10-19,2022-23,CLE,TOR,0,0,38,77,10,28,19,23,17,105,6,32,modern
0022200008,2022-10-19,2022-23,TOR,CLE,1,1,36,86,13,30,23,32,13,108,12,29,modern
0022200009,2022-10-19,2022-23,NYK,MEM,0,0,44,109,9,37,15,18,12,112,18,36,modern
0022200009,2022-10-19,2022-23,MEM,NYK,1,1,42,108,17,50,14,23,14,115,20,44,modern
0022200010,2022-10-19,2022-23,OKC,MIN,0,0,38,99,14,45,18,22,14,108,16,41,modern
0022200010,2022-10-19,2022-23,MIN,OKC,1,1,39,94,10,38,27,33,14,115,14,41,modern
0022200011,2022-10-19,2022-23,CHA,SAS,0,1,48,94,13,29,20,23,15,129,14,37,modern
0022200011,2022-10-19,2022-23,SAS,CHA,1,0,40,99,7,34,15,21,15,102,14,30,modern
0022200012,2022-10-19,2022-23,DEN,UTA,0,0,40,83,5,22,17,18,21,102,10,25,modern
0022200012,2022-10-19,2022-23,UTA,DEN,1,1,42,83,16,38,23,31,20,123,11,32,modern
0022200013,2022-10-19,2022-23,DAL,PHX,0,0,35,75,14,35,21,34,12,105,5,35,modern
