GAME_ID,Date,Season,Team,Opp,Home,W,FGM,FGA,FG3M,FG3A,FTM,FTA,TOV,PTS,ORB,DRB,era
0021200002,2012-10-30,2012-13,BOS,MIA,0,0,39,75,6,13,23,28,16,107,7,34,mid
0021200002,2012-10-30,2012-13,MIA,BOS,1,1,43,79,8,16,26,32,8,120,5,31,mid
0021200001,2012-10-30,2012-13,WAS,CLE,0,0,32,90,8,32,12,20,13,84,18,21,mid
0021200001,2012-10-30,2012-13,CLE,WAS,1,1,36,79,7,20,15,22,21,94,18,36,mid
0021200003,2012-10-30,2012-13,DAL,LAL,0,1,40,85,5,15,14,18,12,99,9,31,mid
0021200003,2012-10-30,2012-13,LAL,DAL,1,0,38,77,3,13,12,31,14,91,15,31,mid
0021200005,2012-10-31,2012-13,DEN,PHI,0,0,33,88,4,18,5,11,22,75,16,38,mid
0021200012,2012-10-31,2012-13,LAL,POR,0,0,36,72,8,18,26,32,25,106,15,30,mid
0021200008,2012-10-31,2012-13,SAS,NOH,0,1,38,80,6,20,17,26,16,99,10,33,mid
0021200008,2012-10-31,2012-13,NOH,SAS,1,0,35,80,4,17,21,23,15,95,9,34,mid
0021200011,2012-10-31,2012-13,LAC,MEM,1,1,38,74,5,15,20,29,22,101,8,31,mid
0021200004,2012-10-31,2012-13,IND,TOR,0,1,37,78,5,11,11,16,19,90,9,37,mid
0021200005,2012-10-31,2012-13,PHI,DEN,1,1,30,85,7,25,17,21,16,84,14,33,mid
0021200007,2012-10-31,2012-13,SAC,CHI,0,0,34,84,6,17,13,16,21,87,11,29,mid
0021200004,2012-10-31,2012-13,TOR,IND,1,0,33,91,6,17,16,19,10,88,15,27,mid
0021200011,2012-10-31,2012-13,MEM,LAC,0,0,33,86,2,14,24,30,21,92,17,27,mid
0021200009,2012-10-31,2012-13,DAL,UTA,0,0,32,85,11,22,19,26,16,94,8,32,mid
0021200006,2012-10-31,2012-13,HOU,DET,0,1,39,79,10,27,17,23,20,105,12,33,mid
0021200012,2012-10-31,2012-13,POR,LAL,1,1,42,83,9,20,23,28,12,116,10,20,mid
0021200006,2012-10-31,2012-13,DET,HOU,1,0,35,79,6,16,20,26,16,96,10,26,mid
0021200007,2012-10-31,2012-13,CHI,SAC,1,1,33,79,2,9,25,33,18,93,14,32,mid
0021200010,2012-10-31,2012-13,GSW,PHX,0,1,33,86,5,17,16,23,18,87,17,32,mid
0021200010,2012-10-31,2012-13,PHX,GSW,1,0,32,80,4,21,17,22,18,85,11,33,mid
0021200009,2012-10-31,2012-13,UTA,DAL,1,1,38,89,6,14,31,42,14,113,20,41,mid
0021200014,2012-11-01,2012-13,SAS,OKC,1,1,35,79,5,19,11,16,13,86,6,33,mid
0021200014,2012-11-01,2012-13,OKC,SAS,0,0,29,77,7,17,19,23,18,84,12,36,mid
0021200019,2012-11-02,2012-13,CLE,CHI,1,0,32,79,8,20,14,27,17,86,11,22,mid
0021200026,2012-11-02,2012-13,GSW,MEM,1,0,36,80,10,20,12,17,19,94,9,27,mid
0021200025,2012-11-02,2012-13,LAL,LAC,1,0,34,68,7,16,20,28,20,95,7,31,mid
0021200020,2012-11-02,2012-13,MIA,NYK,0,0,33,71,7,20,11,13,21,84,7,34,mid
0021200017,2012-11-02,2012-13,MIL,BOS,0,1,40,86,8,18,11,12,19,99,11,35,mid
0021200020,2012-11-02,2012-13,NYK,MIA,1,1,36,84,19,36,13,15,14,104,13,28,mid
0021200022,2012-11-02,2012-13,POR,OKC,0,0,32,89,9,26,19,24,12,92,11,33,mid
0021200022,2012-11-02,2012-13,OKC,POR,1,1,39,76,5,9,23,32,12,106,8,39,mid
0021200015,2012-11-02,2012-13,CHA,IND,1,1,31,85,7,19,21,24,11,90,10,31,mid
0021200021,2012-11-02,2012-13,NOH,UTA,1,1,37,81,5,14,9,14,12,88,12,30,mid
