GAME_ID,Date,Season,Team,Opp,Home,W,FGM,FGA,FG3M,FG3A,FTM,FTA,TOV,PTS,ORB,DRB,era
0021600001,2016-10-25,2016-17,CLE,NYK,1,1,45,94,13,35,14,19,15,117,11,40,mid
0021600003,2016-10-25,2016-17,GSW,SAS,1,0,40,85,7,33,13,18,16,100,8,27,mid
0021600001,2016-10-25,2016-17,NYK,CLE,0,0,32,87,9,27,15,20,18,88,13,29,mid
0021600002,2016-10-25,2016-17,POR,UTA,1,1,39,75,13,19,22,22,13,113,5,29,mid
0021600003,2016-10-25,2016-17,SAS,GSW,0,1,47,98,12,24,23,26,14,129,21,34,mid
0021600002,2016-10-25,2016-17,UTA,POR,0,0,40,82,8,24,16,16,14,104,6,25,mid
0021600006,2016-10-26,2016-17,BOS,BKN,1,1,48,89,11,32,15,18,19,122,12,35,mid
0021600010,2016-10-26,2016-17,NOP,DEN,1,0,38,92,3,19,23,26,11,102,5,28,mid
0021600005,2016-10-26,2016-17,DAL,IND,0,0,45,104,18,48,13,18,15,121,10,39,mid
0021600010,2016-10-26,2016-17,DEN,NOP,0,1,37,83,8,24,25,33,25,107,11,47,mid
0021600013,2016-10-26,2016-17,HOU,LAL,0,0,44,86,7,29,19,27,15,114,10,29,mid
0021600013,2016-10-26,2016-17,LAL,HOU,1,1,45,89,12,35,18,22,16,120,11,28,mid
0021600004,2016-10-26,2016-17,MIA,ORL,0,1,47,97,4,16,10,16,12,108,16,36,mid
0021600008,2016-10-26,2016-17,MIL,CHA,1,0,39,92,3,16,15,20,8,96,10,36,mid
0021600009,2016-10-26,2016-17,MIN,MEM,0,0,36,86,6,18,20,29,11,98,15,30,mid
0021600006,2016-10-26,2016-17,BKN,BOS,0,0,43,97,15,44,16,20,16,117,15,29,mid
0021600004,2016-10-26,2016-17,ORL,MIA,1,0,34,89,6,18,22,28,11,96,15,30,mid
0021600005,2016-10-26,2016-17,IND,DAL,1,1,47,93,10,19,26,34,16,130,8,44,mid
0021600011,2016-10-26,2016-17,PHI,OKC,1,0,36,84,7,24,18,25,14,97,5,38,mid
0021600012,2016-10-26,2016-17,PHX,SAC,1,0,36,77,4,16,18,27,18,94,10,31,mid
0021600012,2016-10-26,2016-17,SAC,PHX,0,1,44,86,6,21,19,26,14,113,10,31,mid
0021600011,2016-10-26,2016-17,OKC,PHI,0,1,39,94,6,22,19,26,10,103,13,40,mid
0021600007,2016-10-26,2016-17,TOR,DET,1,1,41,86,3,18,24,29,12,109,14,37,mid
0021600009,2016-10-26,2016-17,MEM,MIN,1,1,36,80,11,24,19,27,13,102,11,34,mid
0021600007,2016-10-26,2016-17,DET,TOR,0,0,35,84,4,22,17,22,14,91,8,32,mid
0021600008,2016-10-26,2016-17,CHA,MIL,0,1,40,89,7,23,20,24,10,107,11,40,mid
0021600014,2016-10-27,2016-17,ATL,WAS,1,1,44,88,12,26,14,18,21,114,14,38,mid
0021600015,2016-10-27,2016-17,BOS,CHI,0,0,38,76,8,23,15,24,12,99,3,33,mid
0021600015,2016-10-27,2016-17,CHI,BOS,1,1,36,92,11,25,22,30,12,105,18,37,mid
0021600017,2016-10-27,2016-17,LAC,POR,0,1,37,91,8,29,32,46,8,114,15,33,mid
0021600017,2016-10-27,2016-17,POR,LAC,1,0,39,85,4,18,24,32,14,106,9,39,mid
0021600016,2016-10-27,2016-17,SAC,SAS,1,0,28,70,6,20,32,38,16,94,6,34,mid
0021600016,2016-10-27,2016-17,SAS,SAC,0,1,36,79,6,18,24,27,10,102,9,31,mid
0021600014,2016-10-27,2016-17,WAS,ATL,0,0,40,94,6,20,13,18,19,99,12,28,mid
0021600018,2016-10-28,2016-17,CLE,TOR,0,1,33,79,12,32,16,22,18,94,9,31,mid
0021600025,2016-10-28,2016-17,NOP,GSW,1,0,47,100,5,22,15,23,15,114,12,37,mid
0021600023,2016-10-28,2016-17,DAL,HOU,1,0,35,80,8,29,20,24,10,98,6,28,mid
0021600025,2016-10-28,2016-17,GSW,NOP,0,1,44,91,9,28,25,28,14,122,9,40,mid
0021600023,2016-10-28,2016-17,HOU,DAL,0,1,33,70,15,32,25,31,19,106,5,36,mid
0021600024,2016-10-28,2016-17,LAL,UTA,0,0,32,84,9,23,16,21,17,89,11,32,mid
0021600022,2016-10-28,2016-17,MIA,CHA,1,0,32,86,14,34,13,20,20,91,11,41,mid
0021600019,2016-10-28,2016-17,BKN,IND,1,1,38,87,10,33,17,20,16,103,12,40,mid
0021600020,2016-10-28,2016-17,ORL,DET,0,0,33,95,8,26,8,12,9,82,14,30,mid
0021600019,2016-10-28,2016-17,IND,BKN,0,0,37,98,7,24,13,20,13,94,14,35,mid
0021600021,2016-10-28,2016-17,PHX,OKC,0,0,42,94,5,28,21,32,15,110,7,37,mid
0021600021,2016-10-28,2016-17,OKC,PHX,1,1,40,96,5,21,28,38,22,113,14,43,mid
0021600018,2016-10-28,2016-17,TOR,CLE,1,0,35,90,4,16,17,18,18,91,18,33,mid
0021600024,2016-10-28,2016-17,UTA,LAL,1,1,31,75,6,25,28,40,14,96,13,34,mid
0021600020,2016-10-28,2016-17,DET,ORL,1,1,48,95,7,19,5,6,12,108,9,44,mid
0021600022,2016-10-28,2016-17,CHA,MIA,0,1,35,92,7,22,20,24,8,97,13,36,mid
0021600026,2016-10-29,2016-17,ATL,PHI,0,1,42,85,5,20,15,23,12,104,6,41,mid
0021600027,2016-10-29,2016-17,BOS,CHA,0,1,39,81,15,31,11,17,13,104,4,38,mid
0021600029,2016-10-29,2016-17,CLE,ORL,1,1,36,88,11,37,22,30,9,105,13,27,mid
0021600032,2016-10-29,2016-17,NOP,SAS,0,0,32,86,4,22,11,15,10,79,7,38,mid
0021600030,2016-10-29,2016-17,CHI,IND,1,1,45,86,9,21,19,21,12,118,13,34,mid
