GAME_ID,Date,Season,Team,Opp,Home,W,FGM,FGA,FG3M,FG3A,FTM,FTA,TOV,PTS,ORB,DRB,era
0020900001,2009-10-27,2009-10,BOS,CLE,0,1,32,72,9,19,22,26,16,95,6,32,early
0020900001,2009-10-27,2009-10,CLE,BOS,1,0,29,70,6,17,25,32,14,89,6,26,early
0020900002,2009-10-27,2009-10,WAS,DAL,0,1,39,84,4,13,20,24,10,102,9,37,early
0020900002,2009-10-27,2009-10,DAL,WAS,1,0,30,76,4,18,27,34,10,91,11,31,early
0020900003,2009-10-27,2009-10,HOU,POR,0,0,30,81,5,18,22,29,16,87,10,23,early
0020900003,2009-10-27,2009-10,POR,HOU,1,1,33,77,10,21,20,22,26,96,12,39,early
0020900004,2009-10-27,2009-10,LAC,LAL,0,0,39,87,3,15,11,16,20,92,15,36,early
0020900004,2009-10-27,2009-10,LAL,LAC,1,1,35,85,4,17,25,37,16,99,17,30,early
0020900005,2009-10-28,2009-10,IND,ATL,0,0,39,73,10,18,21,25,25,109,6,34,early
0020900005,2009-10-28,2009-10,ATL,IND,1,1,46,87,7,12,21,29,11,120,8,27,early
0020900006,2009-10-28,2009-10,PHI,ORL,0,0,39,78,7,18,21,30,13,106,8,26,early
0020900006,2009-10-28,2009-10,ORL,PHI,1,1,45,81,16,29,14,17,17,120,8,29,early
0020900007,2009-10-28,2009-10,CLE,TOR,0,0,29,83,9,22,24,37,15,91,13,36,early
0020900007,2009-10-28,2009-10,TOR,CLE,1,1,34,75,5,16,28,37,13,101,7,41,early
0020900008,2009-10-28,2009-10,CHA,BOS,0,0,23,74,0,10,13,25,21,59,14,32,early
0020900008,2009-10-28,2009-10,BOS,CHA,1,1,33,76,11,29,15,19,14,92,10,34,early
0020900009,2009-10-28,2009-10,NYK,MIA,0,0,33,87,10,39,17,21,13,93,12,27,early
0020900009,2009-10-28,2009-10,MIA,NYK,1,1,47,83,7,15,14,17,16,115,7,36,early
0020900010,2009-10-28,2009-10,DET,MEM,0,1,37,72,6,16,16,29,9,96,10,29,early
0020900010,2009-10-28,2009-10,MEM,DET,1,0,26,72,2,12,20,31,16,74,17,32,early
0020900011,2009-10-28,2009-10,NJN,MIN,0,0,34,81,0,8,25,29,22,93,14,38,early
0020900011,2009-10-28,2009-10,MIN,NJN,1,1,34,93,1,7,26,35,10,95,18,32,early
0020900012,2009-10-28,2009-10,SAC,OKC,0,0,32,79,3,16,22,28,12,89,10,27,early
0020900012,2009-10-28,2009-10,OKC,SAC,1,1,39,76,8,14,16,20,13,102,8,33,early
0020900013,2009-10-28,2009-10,NOH,SAS,0,0,39,78,5,10,13,22,11,96,5,28,early
0020900013,2009-10-28,2009-10,SAS,NOH,1,1,45,86,9,24,14,20,10,113,11,31,early
0020900014,2009-10-28,2009-10,UTA,DEN,0,0,37,81,6,10,25,29,16,105,10,29,early
0020900014,2009-10-28,2009-10,DEN,UTA,1,1,43,89,5,13,23,30,13,114,14,28,early
0020900015,2009-10-28,2009-10,HOU,GSW,0,1,40,86,12,26,16,20,18,108,13,28,early
0020900015,2009-10-28,2009-10,GSW,HOU,1,0,44,89,4,11,15,23,16,107,13,28,early
0020900016,2009-10-28,2009-10,PHX,LAC,0,1,41,80,7,15,20,27,14,109,10,26,early
0020900016,2009-10-28,2009-10,LAC,PHX,1,0,43,77,6,13,15,27,16,107,7,28,early
0020900017,2009-10-29,2009-10,SAS,CHI,0,0,33,78,4,21,15,23,13,85,8,36,early
0020900017,2009-10-29,2009-10,CHI,SAS,1,1,35,84,3,16,19,28,9,92,15,37,early
0020900018,2009-10-29,2009-10,DEN,POR,0,1,28,61,3,11,38,49,8,97,5,31,early
0020900018,2009-10-29,2009-10,POR,DEN,1,0,28,81,5,19,33,41,7,94,14,30,early
0020900019,2009-10-30,2009-10,NYK,CHA,0,0,38,98,9,36,15,18,17,100,10,40,early
0020900019,2009-10-30,2009-10,CHA,NYK,1,1,35,92,3,18,29,36,16,102,12,43,early
0020900020,2009-10-30,2009-10,MIL,PHI,0,0,34,85,7,23,11,19,20,86,12,32,early
0020900020,2009-10-30,2009-10,PHI,MIL,1,1,32,70,6,18,29,34,19,99,6,39,early
0020900021,2009-10-30,2009-10,WAS,ATL,0,0,35,79,5,13,14,22,15,89,8,32,early
0020900021,2009-10-30,2009-10,ATL,WAS,1,1,32,78,5,20,31,34,13,100,11,36,early
0020900022,2009-10-30,2009-10,CHI,BOS,0,0,34,82,2,15,20,27,15,90,16,20,early
0020900022,2009-10-30,2009-10,BOS,CHI,1,1,43,74,12,24,20,24,16,118,10,32,early
0020900023,2009-10-30,2009-10,OKC,DET,0,1,33,76,2,11,23,30,12,91,9,36,early
0020900023,2009-10-30,2009-10,DET,OKC,1,0,26,70,5,17,26,34,16,83,9,34,early
0020900024,2009-10-30,2009-10,MIA,IND,0,1,30,69,1,7,35,46,15,96,13,32,early
0020900024,2009-10-30,2009-10,IND,MIA,1,0,29,79,4,23,21,26,16,83,12,27,early
0020900025,2009-10-30,2009-10,TOR,MEM,0,0,39,88,7,22,22,28,15,107,15,21,early
0020900025,2009-10-30,2009-10,MEM,TOR,1,1,42,82,3,9,28,35,17,115,18,27,early
0020900026,2009-10-30,2009-10,CLE,MIN,0,1,40,84,10,18,14,20,12,104,10,33,early
0020900026,2009-10-30,2009-10,MIN,CLE,1,0,36,86,3,14,12,17,17,87,15,32,early
0020900027,2009-10-30,2009-10,ORL,NJN,0,1,37,75,6,21,15,25,14,95,9,39,early
0020900027,2009-10-30,2009-10,NJN,ORL,1,0,31,81,5,15,18,25,7,85,7,32,early
0020900028,2009-10-30,2009-10,SAC,NOH,0,0,36,96,7,24,13,20,12,92,21,31,early
0020900028,2009-10-30,2009-10,NOH,SAC,1,1,33,73,5,16,26,32,11,97,10,33,early
0020900029,2009-10-30,2009-10,LAC,UTA,0,0,34,74,6,13,24,34,11,98,3,32,early
0020900029,2009-10-30,2009-10,UTA,LAC,1,1,45,90,2,9,19,25,10,111,12,36,early
0020900030,2009-10-30,2009-10,GSW,PHX,0,0,36,85,6,13,23,28,22,101,9,29,early
0020900030,2009-10-30,2009-10,PHX,GSW,1,1,45,84,12,22,21,34,23,123,9,38,early
0020900031,2009-10-30,2009-10,DAL,LAL,0,1,32,77,5,15,25,32,18,94,13,33,early
0020900031,2009-10-30,2009-10,LAL,DAL,1,0,32,81,7,23,9,14,19,80,13,27,early
0020900032,2009-10-31,2009-10,NJN,WAS,0,0,37,80,5,9,25,32,12,104,12,20,early
0020900032,2009-10-31,2009-10,WAS,NJN,1,1,48,78,9,14,18,23,14,123,8,28,early
0020900033,2009-10-31,2009-10,CHA,CLE,0,0,29,68,6,13,15,20,19,79,10,23,early
0020900033,2009-10-31,2009-10,CLE,CHA,1,1,36,62,9,16,9,14,19,90,5,27,early
0020900034,2009-10-31,2009-10,PHI,NYK,0,1,51,84,3,8,36,42,16,141,10,39,early
0020900034,2009-10-31,2009-10,NYK,PHI,1,0,47,100,14,41,19,24,14,127,11,20,early
0020900035,2009-10-31,2009-10,POR,HOU,0,0,38,74,6,18,25,31,15,107,12,25,early
0020900035,2009-10-31,2009-10,HOU,POR,1,1,40,79,12,24,19,26,14,111,12,20,early
0020900036,2009-10-31,2009-10,DET,MIL,0,0,31,71,4,16,19,25,20,85,11,26,early
0020900036,2009-10-31,2009-10,MIL,DET,1,1,32,78,8,19,24,33,15,96,16,29,early
0020900037,2009-10-31,2009-10,SAC,SAS,0,0,33,74,6,17,22,33,20,94,14,23,early
0020900037,2009-10-31,2009-10,SAS,SAC,1,1,43,74,8,16,19,24,17,113,7,29,early
0020900038,2009-10-31,2009-10,DAL,LAC,0,1,35,84,3,14,20,23,12,93,9,35,early
0020900038,2009-10-31,2009-10,LAC,DAL,1,0,32,75,6,17,14,18,21,84,8,34,early
0020900039,2009-11-01,2009-10,ORL,TOR,0,1,36,82,17,32,36,41,9,125,14,23,early
0020900039,2009-11-01,2009-10,TOR,ORL,1,0,40,74,10,17,26,35,14,116,9,29,early
0020900040,2009-11-01,2009-10,NOH,BOS,0,0,34,81,13,28,6,8,16,87,5,28,early
0020900040,2009-11-01,2009-10,BOS,NOH,1,1,41,76,6,15,9,14,16,97,4,32,early
0020900041,2009-11-01,2009-10,CHI,MIA,0,0,36,88,2,12,13,17,13,87,13,27,early
